"barcode";"product_name";"rank";"current_price";"buybox_price";"second_price";"third_price";"min_price";"learned_price_cut";"learned_max_increase";"old_action";"old_proposed";"old_blockers";"old_reason";"new_action";"new_proposed";"new_blockers";"new_reason";"classification";"changed_rule"
"8695125696563";"Bütün Antep Fıstıklı&Sütlü Çikolata 65gr x 10 Paket";"1";"1275.20";"1275.20";"1275.20";"1330.00";"1272.87";"";"";"KORU";"1275.2";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"1275.2";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695448961236";"Bitter Tablet Çikolata 80gr x 10 Paket";"1";"1791.40";"1791.40";"1792.40";"1839.08";"897.87";"";"";"FIYAT_ARTIR";"1792.3";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1792.3";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695636269586";"Bütün Fındıklı Sütlü Çikolata 130gr x 10 Paket";"1";"1639.70";"1639.70";"1639.70";"";"1607.39";"";"";"KORU";"1639.7";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"1639.7";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695963236987";"Bütün Antep Fıstıklı&Sütlü Çikolata 65gr x 5 Paket";"1";"809.00";"809.00";"810.00";"808.01";"716.20";"";"";"FIYAT_ARTIR";"809.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"809.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"3600523999287";"Kepeğe Karşı Etkili Mentollü Erkek Şampuanı 400ml X 4 Adet";"1";"1016.14";"1016.14";"1017.14";"1038.00";"694.48";"";"";"FIYAT_ARTIR";"1017.04";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1017.04";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077153194";"Nemlendirici etkili yoğun kıvamlı duş jeli güneş ve deniz 500 ml X 4 Adet";"1";"947.00";"947.00";"950.00";"950.70";"773.49";"";"";"FIYAT_ARTIR";"949.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"949.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"BGMDUS1";"Güneş Duş Jeli 500 ML x 2";"1";"617.67";"617.67";"620.44";"648.00";"489.54";"";"";"FIYAT_ARTIR";"620.34";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"620.34";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077153233";"Nemlendirici etkili yoğun kıvamlı duş jeli deniz 500 ml X 3 Adet";"1";"764.06";"764.06";"768.00";"900.00";"631.52";"";"";"FIYAT_ARTIR";"767.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"767.9";"[""PRODUCT_INACTIVE"",""PRODUCT_NOT_ON_SALE"",""OUT_OF_STOCK"",""BUYBOX_STALE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"124981875487555";"Ekstra Çamaşır Yumuşatıcı Konsantre 1,5 L Bahar Tazeliği 5 ADET";"1";"1216.86";"1216.86";"1221.50";"1251.64";"962.61";"";"";"FIYAT_ARTIR";"1216.96";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1216.96";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"0103221408250";"3'lü Karma Set - Kış Mumo'su";"1";"1583.86";"1583.86";"1583.99";"1839.08";"1147.51";"";"";"FIYAT_ARTIR";"1583.89";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1583.89";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"1257389485770";"Servis Peçete 100*32 Paket";"1";"778.92";"778.92";"799.00";"2013.00";"758.06";"";"";"FIYAT_ARTIR";"779.3";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"779.3";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"141526392842";"Islak Havlu 100 Adet - Alkol ve Paraben İçermez - Yumuşak Dokulu Aile Boyu";"1";"188.09";"188.09";"188.09";"193.00";"190.33";"";"";"MIN_FIYATA_TOPARLA";"190.33";"[""CHANGE_TOO_SMALL""]";"Minimum fiyata güvenli toparlama";"MIN_FIYATA_TOPARLA";"190.33";"[]";"Minimum fiyata güvenli toparlama";"BUYBOX_OWNED";"cts_removed_min_recovery"
"19001507523";"Karadeniz Çayı 500 Gr X 6 Adet";"1";"1033.75";"1033.75";"1999.99";"";"991.30";"";"";"FIYAT_ARTIR";"1038.65";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1038.65";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"1921869";"Beyaz Yasemin Sıvı Sabun 500ml x 2 Adet";"1";"517.46";"517.46";"517.16";"551.08";"511.77";"";"";"KORU";"517.46";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"517.46";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"245454549";"Guatemala Filtre Kahve 250 Gr.";"1";"470.56";"470.56";"476.11";"510.60";"462.08";"";"";"FIYAT_ARTIR";"474.31";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"474.31";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"31122025HKN0036";"Kavun&Elma Meyve Pestili 14 gx10 lu";"1";"395.36";"395.36";"395.36";"398.00";"387.07";"";"";"KORU";"395.36";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"395.36";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"3564152569616155";"Efor Demlik Poşet Çay Jumbo Tiryaki 40gr 25 Li X 3 Adet";"1";"1201.14";"1201.14";"1332.30";"1349.00";"1150.27";"";"";"FIYAT_ARTIR";"1204.89";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1204.89";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"326374254532";"Kadın Deodorant 4*150 ml Parfümlü Berg";"1";"613.10";"613.10";"635.58";"642.00";"590.78";"";"";"FIYAT_ARTIR";"616.85";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"616.85";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"31122025HKN0034";"Yaban Mersin&Havuç Meyve Pest.14gx10 lu";"1";"395.36";"395.36";"395.36";"398.00";"387.07";"";"";"KORU";"395.36";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"395.36";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"31122025HKN0037";"Çilek Meyve Pestili 14 gx10 lu";"1";"395.05";"395.05";"395.00";"395.36";"387.07";"";"";"KORU";"395.05";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"395.05";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"4005900309552";"Dudak Bakım Parlatıcı Lip Balm | Besleyici, Nemlendirici | Gliserin , E Vitamini ,Böğürtlen";"1";"317.39";"317.39";"330.03";"334.07";"272.44";"";"";"FIYAT_ARTIR";"317.77";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"317.77";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"4005900309553";"Dudak Bakım Kremi Parlatıcı Lip Balm SPF+30 | Nemlendirici 2 Adet";"1";"324.51";"324.51";"399.87";"407.99";"272.44";"";"";"FIYAT_ARTIR";"328.26";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"328.26";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"465649496346";"Glutensiz Proteinli Kırmızı Mercimek Makarnası Fusilli 3x240g";"1";"536.13";"536.13";"587.88";"";"461.15";"";"";"FIYAT_ARTIR";"541.12";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"541.12";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5050136875127";"Gold & marine erkek edp parfüm 2 adet X 100ml";"1";"1267.68";"1267.68";"1268.68";"1280.79";"1267.32";"";"";"FIYAT_ARTIR";"1268.58";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1268.58";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5050136875133";"İmpact & Marine Erkek Edp Parfüm 50ml 100 ml";"1";"1263.27";"1263.27";"1263.27";"1348.63";"1087.07";"";"";"KORU";"1263.27";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"1263.27";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"5050136875122";"Marine 100 ml Erkek Edp Parfüm (2 ADET)";"1";"1267.68";"1267.68";"1268.68";"1263.94";"1267.32";"";"";"FIYAT_ARTIR";"1268.58";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1268.58";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"505013687534";"Dark & Impact Erkek Edp Parfüm 100ml 50 ml";"1";"1225.18";"1225.18";"1268.68";"1290.19";"1087.07";"";"";"FIYAT_ARTIR";"1229.9";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1229.9";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5655646436164";"Karanfil Ve Nane Yağlı Glutensiz Diş Macunu 3'lü";"1";"642.08";"642.08";"643.08";"";"631.52";"";"";"FIYAT_ARTIR";"642.98";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"642.98";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5263747828182828";"Sıvı Beyaz Sabun 3’lü";"1";"485.00";"485.00";"500.40";"551.08";"446.33";"";"";"FIYAT_ARTIR";"489";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"489";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"528528268";"Filtre Kahve Set 250gr X 4 Adet";"1";"1261.16";"1261.16";"1287.08";"1276.53";"1253.65";"";"";"FIYAT_ARTIR";"1261.26";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1261.26";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"546789809KHJKHJ6";"Bebek Bezi Vegan 4 Beden 8-18 kg Ekonomik Paket 132 Adet";"1";"1224.55";"1224.55";"1229.04";"1824.00";"922.71";"";"";"FIYAT_ARTIR";"1228.94";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1228.94";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5864586589";"Special Blend Filtre Kahve 250 Gr.";"1";"455.93";"455.93";"455.93";"473.80";"425.94";"";"";"KORU";"455.93";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"455.93";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"5056369124461O";"Black Parfüm 50ml 3 Adet";"1";"899.99";"899.99";"";"";"748.80";"";"";"KORU";"899.99";"[""AUTO_UPDATE_DISABLED"",""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"899.99";"[""AUTO_UPDATE_DISABLED""]";"Fiyat korunuyor";"SOLE_SELLER";"cts_removed_keep"
"5965613126";"Alkolsüz Ağız Bakım Suyu 290 ml";"1";"291.76";"291.76";"308.20";"320.49";"273.68";"";"";"FIYAT_ARTIR";"295.51";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"295.51";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5901086065127";"Yaban Mersinli Kafeinsiz Karışık Meyve Çayı Blueberry Çayı 2 Paket x 20 Süzen Poşet";"1";"417.90";"417.90";"419.90";"494.01";"403.12";"";"";"FIYAT_ARTIR";"419.8";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"419.8";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"5901086065124";"Yaban Mersinli Kafeinsiz Karışık Meyve Çayı Blueberry Çayı 4 Paket x 20 Süzen Poşet";"1";"752.70";"752.70";"754.90";"752.62";"613.00";"";"";"FIYAT_ARTIR";"754.8";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"754.8";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"650546565668";"Bril Mutfak Temizleyivi 1000 ml 3 ADET";"1";"549.48";"549.48";"569.00";"684.54";"530.04";"";"";"FIYAT_ARTIR";"553.15";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"553.15";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"64564949789";"Glutensiz Proteinli Kırmızı Mercimek Makarnası Penne 3x240g";"1";"587.62";"587.62";"587.88";"";"461.15";"";"";"FIYAT_ARTIR";"587.78";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"587.78";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"6459789998";"Papaya Özlü Glutensiz Diş Macunu 2'li";"1";"479.58";"479.58";"483.00";"";"435.22";"";"";"FIYAT_ARTIR";"482.9";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"482.9";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"70401532";"Peçete 100'lü (32 PAKET X 100 YAPRAK)";"1";"859.00";"859.00";"864.00";"";"793.77";"";"";"FIYAT_ARTIR";"863.9";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"863.9";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"7262781998818888";"Dokulu Kumaş Peçete 24’lü Kırmızı";"1";"709.36";"709.36";"792.58";"";"663.96";"";"";"FIYAT_ARTIR";"713.4";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"713.4";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"76252620";"ObaÇay 1 kg Siyah Dökme Çay";"1";"529.89";"529.89";"529.99";"";"477.62";"";"";"KORU";"529.89";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"529.89";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8056487874";"THERAPY Avakado Duş Jeli 500ml 5 ADET";"1";"781.01";"781.01";"779.00";"";"626.68";"";"";"KORU";"781.01";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"781.01";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"78858969665869";"Efor Demlik Poşet Çay Jumbo Tiryaki 40gr 25 Li X 5 Adet";"1";"1899.82";"1899.82";"1966.00";"";"1792.89";"";"";"FIYAT_ARTIR";"1900.31";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1900.31";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8076809500136";"Kalem Makarna Durum Buğdayı İrmiği %12 Protein Değerli Kesme 5 x 500 gr (2.5 KG)";"1";"392.50";"392.50";"393.50";"466.41";"390.04";"";"";"FIYAT_ARTIR";"393.4";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"393.4";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8062311278585";"Organik Meyve Püresi Çilek Muz Elma 100 g x 6 Adet - İlave Şekersiz Bebek Ek Gıda";"1";"700.18";"700.18";"696.05";"702.98";"612.97";"";"";"KORU";"700.18";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"700.18";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
